id,domain_id,domain_code,title_es,title_en,objective,requirement,minimum_profile,evidence,owner_examples,aadapt_tactics,nist_csf2,owasp_alignment,status
CSPTF-CTRL-BRG-008,CSPTF-DOM-10,BRG,Monitoreo y reconciliación cross-chain,,"Asegurar que monitoreo y reconciliación cross-chain se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar monitoreo y reconciliación cross-chain, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP4,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con monitoreo y reconciliación cross-chain.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Impact; Fraud,ID; PR; DE; RS,SCSTG cross-contract and cross-chain interactions,draft
CSPTF-CTRL-NET-001,CSPTF-DOM-11,NET,Configuración de consenso y génesis,,"Asegurar que configuración de consenso y génesis se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar configuración de consenso y génesis, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con configuración de consenso y génesis.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Resource Development; Initial Access; Execution; Lateral Movement; Impact,PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-NET-002,CSPTF-DOM-11,NET,Diversidad y endurecimiento de clientes,,"Asegurar que diversidad y endurecimiento de clientes se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar diversidad y endurecimiento de clientes, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con diversidad y endurecimiento de clientes.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Resource Development; Initial Access; Execution; Lateral Movement; Impact,PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-NET-003,CSPTF-DOM-11,NET,Gestión de identidades de validador,,"Asegurar que gestión de identidades de validador se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar gestión de identidades de validador, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con gestión de identidades de validador.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Resource Development; Initial Access; Execution; Lateral Movement; Impact,PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-NET-004,CSPTF-DOM-11,NET,Seguridad P2P y peer management,,"Asegurar que seguridad p2p y peer management se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar seguridad p2p y peer management, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con seguridad p2p y peer management.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Resource Development; Initial Access; Execution; Lateral Movement; Impact,PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-NET-005,CSPTF-DOM-11,NET,Mempool y propagación de transacciones,,"Asegurar que mempool y propagación de transacciones se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar mempool y propagación de transacciones, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con mempool y propagación de transacciones.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Resource Development; Initial Access; Execution; Lateral Movement; Impact,PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-NET-006,CSPTF-DOM-11,NET,"Sincronización, checkpoints y estado",,"Asegurar que sincronización, checkpoints y estado se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar sincronización, checkpoints y estado, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con sincronización, checkpoints y estado.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Resource Development; Initial Access; Execution; Lateral Movement; Impact,PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-NET-007,CSPTF-DOM-11,NET,Protección contra slashing y equivocación,,"Asegurar que protección contra slashing y equivocación se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar protección contra slashing y equivocación, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con protección contra slashing y equivocación.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Resource Development; Initial Access; Execution; Lateral Movement; Impact,PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-NET-008,CSPTF-DOM-11,NET,"Monitoreo, disponibilidad y recuperación",,"Asegurar que monitoreo, disponibilidad y recuperación se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar monitoreo, disponibilidad y recuperación, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP4,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con monitoreo, disponibilidad y recuperación.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Resource Development; Initial Access; Execution; Lateral Movement; Impact,PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-L2-001,CSPTF-DOM-12,L2,Modelo de seguridad L1/L2,,"Asegurar que modelo de seguridad l1/l2 se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar modelo de seguridad l1/l2, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con modelo de seguridad l1/l2.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Defense Evasion; Impact; Fraud,ID; PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-L2-002,CSPTF-DOM-12,L2,Integridad de batches y secuenciación,,"Asegurar que integridad de batches y secuenciación se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar integridad de batches y secuenciación, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con integridad de batches y secuenciación.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Defense Evasion; Impact; Fraud,ID; PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-L2-003,CSPTF-DOM-12,L2,Pruebas de fraude o validez,,"Asegurar que pruebas de fraude o validez se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar pruebas de fraude o validez, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con pruebas de fraude o validez.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Defense Evasion; Impact; Fraud,ID; PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-L2-004,CSPTF-DOM-12,L2,Disponibilidad y publicación de datos,,"Asegurar que disponibilidad y publicación de datos se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar disponibilidad y publicación de datos, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con disponibilidad y publicación de datos.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Defense Evasion; Impact; Fraud,ID; PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-L2-005,CSPTF-DOM-12,L2,Puente canónico y mensajería,,"Asegurar que puente canónico y mensajería se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar puente canónico y mensajería, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con puente canónico y mensajería.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Defense Evasion; Impact; Fraud,ID; PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-L2-006,CSPTF-DOM-12,L2,"Censura, forced inclusion y escape",,"Asegurar que censura, forced inclusion y escape se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar censura, forced inclusion y escape, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con censura, forced inclusion y escape.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Defense Evasion; Impact; Fraud,ID; PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-L2-007,CSPTF-DOM-12,L2,Actualizaciones y claves administrativas,,"Asegurar que actualizaciones y claves administrativas se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar actualizaciones y claves administrativas, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con actualizaciones y claves administrativas.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Defense Evasion; Impact; Fraud,ID; PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-L2-008,CSPTF-DOM-12,L2,Monitoreo de estado y discrepancias,,"Asegurar que monitoreo de estado y discrepancias se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar monitoreo de estado y discrepancias, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP4,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con monitoreo de estado y discrepancias.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Defense Evasion; Impact; Fraud,ID; PR; DE; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-CEX-001,CSPTF-DOM-13,CEX,Seguridad de cuentas y autenticación,,"Asegurar que seguridad de cuentas y autenticación se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar seguridad de cuentas y autenticación, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con seguridad de cuentas y autenticación.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Credential Access; Lateral Movement; Collection; Impact; Fraud,GV; PR; DE; RS; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-CEX-002,CSPTF-DOM-13,CEX,Integridad de órdenes y matching,,"Asegurar que integridad de órdenes y matching se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar integridad de órdenes y matching, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con integridad de órdenes y matching.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Credential Access; Lateral Movement; Collection; Impact; Fraud,GV; PR; DE; RS; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-CEX-003,CSPTF-DOM-13,CEX,"Depósitos, confirmaciones y atribución",,"Asegurar que depósitos, confirmaciones y atribución se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar depósitos, confirmaciones y atribución, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con depósitos, confirmaciones y atribución.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Credential Access; Lateral Movement; Collection; Impact; Fraud,GV; PR; DE; RS; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-CEX-004,CSPTF-DOM-13,CEX,"Retiros, límites y aprobaciones",,"Asegurar que retiros, límites y aprobaciones se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar retiros, límites y aprobaciones, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con retiros, límites y aprobaciones.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Credential Access; Lateral Movement; Collection; Impact; Fraud,GV; PR; DE; RS; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-CEX-005,CSPTF-DOM-13,CEX,Custodia y tesorería segregadas,,"Asegurar que custodia y tesorería segregadas se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar custodia y tesorería segregadas, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con custodia y tesorería segregadas.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Credential Access; Lateral Movement; Collection; Impact; Fraud,GV; PR; DE; RS; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-CEX-006,CSPTF-DOM-13,CEX,Market data y prevención de abuso,,"Asegurar que market data y prevención de abuso se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar market data y prevención de abuso, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con market data y prevención de abuso.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Credential Access; Lateral Movement; Collection; Impact; Fraud,GV; PR; DE; RS; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-CEX-007,CSPTF-DOM-13,CEX,"Reservas, pasivos y reconciliación",,"Asegurar que reservas, pasivos y reconciliación se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar reservas, pasivos y reconciliación, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con reservas, pasivos y reconciliación.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Credential Access; Lateral Movement; Collection; Impact; Fraud,GV; PR; DE; RS; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-CEX-008,CSPTF-DOM-13,CEX,"Fraude, monitoreo y continuidad operacional",,"Asegurar que fraude, monitoreo y continuidad operacional se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar fraude, monitoreo y continuidad operacional, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP4,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con fraude, monitoreo y continuidad operacional.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Credential Access; Lateral Movement; Collection; Impact; Fraud,GV; PR; DE; RS; RC,OWASP scope is partial; CSPTF extension,draft
CSPTF-CTRL-API-001,CSPTF-DOM-14,API,Inventario y clasificación de interfaces,,"Asegurar que inventario y clasificación de interfaces se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar inventario y clasificación de interfaces, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con inventario y clasificación de interfaces.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Reconnaissance; Initial Access; Execution; Credential Access; Collection; Impact,PR; DE,OWASP API Security Top 10; SCSTG RPC interactions,draft
CSPTF-CTRL-API-002,CSPTF-DOM-14,API,Autenticación y gestión de credenciales,,"Asegurar que autenticación y gestión de credenciales se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar autenticación y gestión de credenciales, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con autenticación y gestión de credenciales.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Reconnaissance; Initial Access; Execution; Credential Access; Collection; Impact,PR; DE,OWASP API Security Top 10; SCSTG RPC interactions,draft
CSPTF-CTRL-API-003,CSPTF-DOM-14,API,Autorización por objeto y función,,"Asegurar que autorización por objeto y función se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar autorización por objeto y función, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con autorización por objeto y función.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Reconnaissance; Initial Access; Execution; Credential Access; Collection; Impact,PR; DE,OWASP API Security Top 10; SCSTG RPC interactions,draft
CSPTF-CTRL-API-004,CSPTF-DOM-14,API,Métodos RPC y superficies administrativas,,"Asegurar que métodos rpc y superficies administrativas se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar métodos rpc y superficies administrativas, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con métodos rpc y superficies administrativas.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Reconnaissance; Initial Access; Execution; Credential Access; Collection; Impact,PR; DE,OWASP API Security Top 10; SCSTG RPC interactions,draft
CSPTF-CTRL-API-005,CSPTF-DOM-14,API,"Rate limiting, cuotas y antiabuso",,"Asegurar que rate limiting, cuotas y antiabuso se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar rate limiting, cuotas y antiabuso, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con rate limiting, cuotas y antiabuso.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Reconnaissance; Initial Access; Execution; Credential Access; Collection; Impact,PR; DE,OWASP API Security Top 10; SCSTG RPC interactions,draft
CSPTF-CTRL-API-006,CSPTF-DOM-14,API,Validación de entradas y salidas,,"Asegurar que validación de entradas y salidas se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar validación de entradas y salidas, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con validación de entradas y salidas.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Reconnaissance; Initial Access; Execution; Credential Access; Collection; Impact,PR; DE,OWASP API Security Top 10; SCSTG RPC interactions,draft
CSPTF-CTRL-API-007,CSPTF-DOM-14,API,"Webhooks, WebSocket y eventos",,"Asegurar que webhooks, websocket y eventos se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar webhooks, websocket y eventos, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con webhooks, websocket y eventos.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Reconnaissance; Initial Access; Execution; Credential Access; Collection; Impact,PR; DE,OWASP API Security Top 10; SCSTG RPC interactions,draft
CSPTF-CTRL-API-008,CSPTF-DOM-14,API,"Observabilidad, versionado y retiro seguro",,"Asegurar que observabilidad, versionado y retiro seguro se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar observabilidad, versionado y retiro seguro, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP4,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con observabilidad, versionado y retiro seguro.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Reconnaissance; Initial Access; Execution; Credential Access; Collection; Impact,PR; DE,OWASP API Security Top 10; SCSTG RPC interactions,draft
CSPTF-CTRL-INF-001,CSPTF-DOM-15,INF,Arquitectura cloud y segmentación,,"Asegurar que arquitectura cloud y segmentación se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar arquitectura cloud y segmentación, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con arquitectura cloud y segmentación.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Privilege Escalation; Credential Access; Lateral Movement; Impact,PR; DE; RC,OWASP DevSecOps and supply-chain practices,draft
CSPTF-CTRL-INF-002,CSPTF-DOM-15,INF,IAM de infraestructura y privilegios,,"Asegurar que iam de infraestructura y privilegios se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar iam de infraestructura y privilegios, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con iam de infraestructura y privilegios.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Privilege Escalation; Credential Access; Lateral Movement; Impact,PR; DE; RC,OWASP DevSecOps and supply-chain practices,draft
CSPTF-CTRL-INF-003,CSPTF-DOM-15,INF,Gestión de secretos y KMS,,"Asegurar que gestión de secretos y kms se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar gestión de secretos y kms, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con gestión de secretos y kms.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Privilege Escalation; Credential Access; Lateral Movement; Impact,PR; DE; RC,OWASP DevSecOps and supply-chain practices,draft
CSPTF-CTRL-INF-004,CSPTF-DOM-15,INF,Endurecimiento de contenedores y orquestación,,"Asegurar que endurecimiento de contenedores y orquestación se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar endurecimiento de contenedores y orquestación, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con endurecimiento de contenedores y orquestación.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Privilege Escalation; Credential Access; Lateral Movement; Impact,PR; DE; RC,OWASP DevSecOps and supply-chain practices,draft
CSPTF-CTRL-INF-005,CSPTF-DOM-15,INF,Integridad de CI/CD y releases,,"Asegurar que integridad de ci/cd y releases se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar integridad de ci/cd y releases, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con integridad de ci/cd y releases.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Privilege Escalation; Credential Access; Lateral Movement; Impact,PR; DE; RC,OWASP DevSecOps and supply-chain practices,draft
CSPTF-CTRL-INF-006,CSPTF-DOM-15,INF,"IaC, configuración y drift",,"Asegurar que iac, configuración y drift se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar iac, configuración y drift, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con iac, configuración y drift.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Privilege Escalation; Credential Access; Lateral Movement; Impact,PR; DE; RC,OWASP DevSecOps and supply-chain practices,draft
